Code,Content,Time
12211-Z-10,"Privathaushalte nach Haushaltsgröße (3) - Jahr - regionale
Tiefe: Kreise und kreisfreie Städte",2011 - 2019
12211-Z-11,"Lebensformen am Hauptwohnort nach Art der Lebensform (3) -
Jahr - regionale Tiefe: Kreise und kreisfreie Städte",2011 - 2019
12211-Z-12,"Minderjährige Kinder in Familien nach Geschlecht  - Jahr -
regionale Tiefe: Kreise und kreisfreie Städte",2011 - 2019
12211-Z-21,"Bevölkerung am Hauptwohnort nach Geschlecht - Jahr -
regionale Tiefe: Regionale Anpassungsschichten",2011 - 2019
12211-Z-22,"Bevölkerung am Hauptwohnort nach Altersgruppen (4) -
Jahr - regionale Tiefe: Regionale Anpassungsschichten",2011 - 2019
12211-Z-23,"Bevölkerung am Hauptwohnort nach Altersgruppen (4) und
Geschlecht - Jahr - regionale Tiefe:
Regionale Anpassungsschichten",2011 - 2019
12211-Z-24,"Bevölkerung am Hauptwohnort nach Migrationsstatus -
Jahr - regionale Tiefe: Regionale Anpassungsschichten",2011 - 2019
12211-Z-25,"Bevölkerung am Hauptwohnort nach Migrationsstatus
und Geschlecht  - Jahr - regionale Tiefe:
Regionale Anpassungsschichten",2011 - 2019
12211-Z-26,"Bevölkerung am Hauptwohnort, 15 Jahre und älter nach
ILO-Erwerbsstatus (2) - Jahr - regionale Tiefe:
Regionale Anpassungsschichten",2011 - 2019
12211-Z-27,"Bevölkerung am Hauptwohnort, 15 Jahre und älter nach
ILO-Erwerbsstatus (2) und Geschlecht - Jahr - regionale
Tiefe: Regionale Anpassungsschichten",2011 - 2019
12211-Z-28,"Bevölkerung am Hauptwohnort, 15 Jahre und älter nach
Bildungsstand ISCED (3) - Jahr - regionale Tiefe:
Regionale Anpassungsschichten",2011 - 2019
12211-Z-29,"Bevölkerung am Hauptwohnort, 15 Jahre und älter nach
Bildungsstand ISCED (3) und Geschlecht - Jahr - regionale
Tiefe: Regionale Anpassungsschichten",2011 - 2019
12211-Z-30,"Privathaushalte nach Haushaltsgröße (3) - Jahr - regionale
Tiefe: Regionale Anpassungsschichten",2011 - 2019
12211-Z-31,"Lebensformen am Hauptwohnort nach Art der Lebensform (3) -
Jahr - regionale Tiefe: Regionale Anpassungsschichten",2011 - 2019
12211-Z-32,"Minderjährige Kinder in Familien nach Geschlecht - Jahr -
regionale Tiefe: Regionale Anpassungsschichten",2011 - 2019
12411-01-01-4,"Bevölkerung nach Geschlecht - Stichtag 31.12. - regionale
Tiefe: Kreise und krfr. Städte",31.12.1995 - 31.12.2022
12411-01-01-5,"Bevölkerung nach Geschlecht - Stichtag 31.12. - regionale
Tiefe: Gemeinden",31.12.2008 - 31.12.2022
12411-01-01-5-B,"Bevölkerung nach Geschlecht - Stichtag 31.12. - regionale
Ebenen",31.12.2008 - 31.12.2022
12411-02-03-4,"Bevölkerung nach Geschlecht und Altersgruppen (17) -
Stichtag 31.12. - regionale Tiefe: Kreise und krfr. Städte",31.12.1995 - 31.12.2022
12411-02-03-5,"Bevölkerung nach Geschlecht und Altersgruppen (17) -
Stichtag 31.12. - regionale Tiefe: Gemeinden",31.12.2008 - 31.12.2022
12411-02-03-5-B,"Bevölkerung nach Geschlecht und Altersgruppen (17) -
Stichtag 31.12. - regionale Ebenen",31.12.2008 - 31.12.2022
12411-03-02-4,"Bevölkerung nach Geschlecht, Nationalität und Altersgruppen
(17) - Stichtag 31.12. - (bis 2010) regionale Tiefe: Kreise
und krfr. Städte",31.12.1995 - 31.12.2013
12411-03-02-4-B,"Bevölkerung nach Geschlecht, Nationalität und Altersgruppen
(17) - Stichtag 31.12. - (bis 2010) regionale Ebenen",31.12.1995 - 31.12.2013
12411-03-03-4,"Bevölkerung nach Geschlecht, Nationalität und Altersgruppen
(21) - Stichtag 31.12. - (ab 2011) regionale Tiefe: Kreise
und krfr. Städte",31.12.2011 - 31.12.2022
12411-03-03-4-B,"Bevölkerung nach Geschlecht, Nationalität und Altersgruppen
(21) - Stichtag 31.12. - (ab 2011) regionale Ebenen",31.12.2011 - 31.12.2022
12411-04-01-4,"Bevölkerung nach Geschlecht und Altersjahren (78) - Stichtag
31.12. - (bis 2010) regionale Tiefe: Kreise und krfr. Städte",31.12.2003 - 31.12.2013
12411-04-01-4-B,"Bevölkerung nach Geschlecht und Altersjahren (78) - Stichtag
31.12. - (bis 2010) regionale Ebenen",31.12.2003 - 31.12.2013
12411-04-02-4,"Bevölkerung nach Geschlecht und Altersjahren (79) - Stichtag
31.12. - (ab 2011) regionale Tiefe: Kreise und krfr. Städte",31.12.2011 - 31.12.2022
12411-04-02-4-B,"Bevölkerung nach Geschlecht und Altersjahren (79) - Stichtag
31.12. - (ab 2011) regionale Ebenen",31.12.2011 - 31.12.2022
12411-05-01-4,"Durchschnittliche Jahresbevölkerung nach Geschlecht -
Jahresdurchschnitt - regionale Tiefe: Kreise und krfr.
Städte",1995 - 2022
12411-05-01-4-B,"Durchschnittliche Jahresbevölkerung nach Geschlecht -
Jahresdurchschnitt - regionale Ebenen",1995 - 2022
12411-06-01-4,"Bevölkerung nach Geschlecht - Stichtag 30.06. - regionale
Tiefe: Kreise und krfr. Städte",30.06.2011 - 30.06.2022
12411-06-01-5,"Bevölkerung nach Geschlecht - Stichtag 30.06. - regionale
Tiefe: Gemeinden",30.06.2011 - 30.06.2022
12411-06-01-5-B,"Bevölkerung nach Geschlecht - Stichtag 30.06.- regionale
Ebenen",30.06.2011 - 30.06.2022
12411-07-01-4,"Durchschnittsalter der Bevölkerung - Stichtag 31.12. -
regionale Tiefe: Kreise und krfr. Städte",31.12.2011 - 31.12.2022
12411-07-01-5,"Durchschnittsalter der Bevölkerung - Stichtag 31.12. -
regionale Tiefe: Gemeinden",31.12.2011 - 31.12.2022
12411-07-01-5-B,"Durchschnittsalter der Bevölkerung - Stichtag 31.12. -
regionale Ebenen",31.12.2011 - 31.12.2022
12411-08-01-4,"Jugendquotient, Altenquotient - Stichtag 31.12. - regionale
Tiefe: Kreise und krfr. Städte",31.12.2011 - 31.12.2022
12411-08-01-4-B,"Jugendquotient, Altenquotient - Stichtag 31.12. - regionale
Ebenen",31.12.2011 - 31.12.2022
12411-09-01-4,"Bevölkerung nach Geschlecht und Altersgruppen
(20) - Stichtag 31.12. - (ab 2011) regionale Tiefe: Kreise
und krfr. Städte",31.12.2011 - 31.12.2022
12411-09-01-4-B,"Bevölkerung nach Geschlecht und Altersgruppen
(20) - Stichtag 31.12. - (ab 2011) regionale Ebenen",31.12.2011 - 31.12.2022
12511-01-01-4,"Einbürgerungen von Ausländern nach Kontinenten - Jahr -
regionale Tiefe: Kreise und krfr. Städte (bis 2017)",2011 - 2017
12511-01-01-4-B,"Einbürgerungen von Ausländern nach Kontinenten - Jahr -
regionale Ebenen (bis 2017)",2011 - 2017
12511-02-01-4,Einbürgerungen von Ausländern nach Altersgruppen - Jahr - regionale Tiefe: Kreise und krfr. Städte (bis 2017),2011 - 2017
12511-02-01-4-B,Einbürgerungen von Ausländern nach Altersgruppen - Jahr - regionale Ebenen (bis 2017),2011 - 2017
12511-03-01-4,Einbürgerungen von Ausländern nach Aufenthaltsdauer - Jahr - regionale Tiefe: Kreise und krfr. Städte (bis 2017),2011 - 2017
12511-03-01-4-B,Einbürgerungen von Ausländern nach Aufenthaltsdauer - Jahr - regionale Ebenen (bis 2017),2011 - 2017
12511-04-01-4,"Einbürgerungen von Ausländern nach Staatsangehörigkeit,
Einbürgerungsquote, Einbürgerungspotential - Jahr -
regionale Tiefe: Kreise und krfr. Städte",2011 - 2022
12511-04-01-4-B,"Einbürgerungen von Ausländern nach Staatsangehörigkeit,
Einbürgerungsquote, Einbürgerungspotential - Jahr -
regionale Ebenen",2011 - 2022
12511-05-01-4,"Einbürgerungen von Ausländern nach Art der Einbürgerung -
Jahr - regionale Tiefe: Kreise und krfr. Städte (ab 2022)",2022 - 2022
12511-05-01-4-B,Einbürgerungen von Ausländern nach Art der Einbürgerungen - Jahr - regionale Ebenen (ab 2022),2022 - 2022
12511-91-01-4,"Einbürgerungen von Ausländern - Jahr - regionale Tiefe:
Kreise und krfr. Städte (bis 2020)",2011 - 2020
12511-91-01-4-B,"Einbürgerungen von Ausländern - Jahr - regionale Tiefe:
regionale Ebenen (bis 2020)",2011 - 2020
12531-01-01-4,"Schutzsuchende nach Schutzstatus - Stichtag 31.12. -
regionale Tiefe: Kreise und krfr. Städte",31.12.2007 - 31.12.2022
12531-01-01-4-B,"Schutzsuchende nach Schutzstatus - Stichtag 31.12. -
regionale Ebenen",31.12.2007 - 31.12.2022
12531-02-01-4,"Schutzsuchende nach Herkunft - Stichtag 31.12. -
regionale Tiefe: Kreise und krfr. Städte",31.12.2007 - 31.12.2022
12531-02-01-4-B,"Schutzsuchende nach Herkunft - Stichtag 31.12. -
regionale Ebenen",31.12.2007 - 31.12.2022
12611-01-01-4,"Eheschließungen nach Nationalität der Ehepartner - Jahr -
regionale Tiefe: Kreise und krfr. Städte (bis 2017)",2007 - 2017
12611-01-01-4-B,"Eheschließungen nach Nationalität der Ehepartner - Jahr -
regionale Ebenen (bis 2017)",2007 - 2017
12611-01-02-4,"Eheschließungen nach Nationalität der Ehepartner - Jahr -
regionale Tiefe: Kreise und krfr. Städte (ab 2018)",2018 - 2021
12611-01-02-4-B,"Eheschließungen nach Nationalität der Ehepartner - Jahr -
regionale Ebenen (ab 2018)",2018 - 2021
12611-02-01-4,"Eheschließungen nach Monat der Eheschließung - Jahr -
regionale Tiefe: Kreise und krfr. Städte",2011 - 2021
12611-02-01-4-B,"Eheschließungen nach Monat der Eheschließung - Jahr -
regionale Ebenen",2011 - 2021
12611-03-01-4,"Eheschließungen nach bisherigem Familienstand - Jahr -
regionale Tiefe: Kreise und krfr. Städte (bis 2017)",2011 - 2017
12611-03-01-4-B,"Eheschließungen nach bisherigem Familienstand - Jahr -
regionale Ebenen (bis 2017)",2011 - 2017
12611-04-01-4,"Eheschließungen nach Alter des Ehemannes und der Ehefrau -
Jahr - regionale Tiefe: Kreise und krfr. Städte (bis 2017)",2011 - 2017
12611-04-01-4-B,"Eheschließungen nach Alter des Ehemannes und der Ehefrau -
Jahr - regionale Ebenen (bis 2017)",2011 - 2017
12611-06-01-4,"Eheschließende nach bisherigem Familienstand - Jahr -
regionale Tiefe: Kreise und krfr. Städte",2018 - 2021
12611-06-01-4-B,"Eheschließende nach bisherigem Familienstand - Jahr -
regionale Ebenen",2018 - 2021
12611-07-01-4,"Eheschließende nach Alter - Jahr -
regionale Tiefe: Kreise und krfr. Städte",2018 - 2021
12611-07-01-4-B,"Eheschließende nach Alter - Jahr -
regionale Ebenen",2018 - 2021
12612-01-01-4,"Lebendgeborene nach Geschlecht - Jahressumme - regionale
Tiefe: Kreise und krfr. Städte",1995 - 2022
12612-01-01-5,"Lebendgeborene nach Geschlecht - Jahressumme - regionale
Tiefe: Gemeinden (bis 2017)",2008 - 2022
12612-01-01-5-B,"Lebendgeborene nach Geschlecht - Jahressumme - regionale
Ebenen (bis 2017)",2008 - 2022
12612-02-01-4,"Lebendgeborene nach Geschlecht, Nationalität und Alter der
Mütter - Jahressumme - regionale Tiefe: Kreise und krfr.
Städte (bis 2017)",1995 - 2017
12612-02-01-4-B,"Lebendgeborene nach Geschlecht, Nationalität und Alter der
Mütter - Jahressumme - regionale Ebenen (bis 2017)",1995 - 2017
12612-03-01-4,"Lebendgeborene nach Monat der Geburt - Jahr - regionale
Tiefe: Kreise und krfr. Städte",2011 - 2022
12612-03-01-4-B,"Lebendgeborene nach Monat der Geburt - Jahr - regionale
Ebenen",2011 - 2022
12612-04-01-4,"Lebendgeborene nach Legitimität - Jahr - regionale Tiefe:
Kreise und krfr. Städte",2011 - 2022
12612-04-01-4-B,Lebendgeborene nach Legitimität - Jahr - regionale Ebenen,2011 - 2022
12612-05-01-4,"Lebendgeborene nach Nationalität der Eltern - Jahr -
regionale Tiefe: Kreise und krfr. Städte",2011 - 2022
12612-05-01-4-B,"Lebendgeborene nach Nationalität der Eltern - Jahr -
regionale Ebenen",2011 - 2022
12612-06-01-4,"Durchschnittsalter der Mutter bei der Geburt - Jahr -
regionale Tiefe: Kreise und krfr. Städte",2011 - 2022
12612-06-01-4-B,"Durchschnittsalter der Mutter bei der Geburt - Jahr -
regionale Ebenen",2011 - 2022
12612-91-01-4,"Lebendgeborene- Jahressumme - regionale Tiefe: Kreise und
krfr. Städte",1995 - 2022
12612-91-01-5,Lebendgeborene - Jahressumme - regionale Tiefe: Gemeinden,2008 - 2022
12612-91-01-5-B,Lebendgeborene - Jahressumme - regionale Ebenen,2008 - 2022
12612-92-01-4,"Lebendgeborene nach Nationalität des Kindes - Jahressumme -
regionale Tiefe: Kreise und krfr. Städte",1995 - 2022
12612-92-01-4-B,"Lebendgeborene nach Nationalität des Kindes - Jahressumme -
regionale Ebenen",1995 - 2022
12612-93-01-4,"Lebendgeborene nach Alter der Mütter - Jahressumme -
regionale Tiefe: Kreise und krfr. Städte",1995 - 2022
12612-93-01-4-B,"Lebendgeborene nach Alter der Mütter - Jahressumme -
regionale Ebenen",1995 - 2022
12613-01-01-4,"Gestorbene nach Geschlecht - Jahressumme - regionale Tiefe:
Kreise und krfr. Städte",1995 - 2021
12613-01-01-5,"Gestorbene nach Geschlecht - Jahressumme - regionale Tiefe:
Gemeinden (bis 2017)",2008 - 2017
12613-01-01-5-B,Gestorbene nach Geschlecht - Jahressumme - regionale Ebenen (bis 2017),2008 - 2017
12613-02-02-4,"Gestorbene nach Geschlecht, Nationalität und Altersgruppen -
Jahressumme - regionale Tiefe: Kreise und krfr. Städte",1995 - 2017
12613-02-02-4-B,"Gestorbene nach Geschlecht, Nationalität und Altersgruppen -
Jahressumme - regionale Ebenen",1995 - 2017
12613-03-01-4,"Gestorbene nach Monat des Sterbefalles - Jahr - regionale
Tiefe: Kreise und krfr. Städte",2011 - 2021
12613-03-01-4-B,"Gestorbene nach Monat des Sterbefalles - Jahr - regionale
Ebenen",2011 - 2021
12613-91-01-4,"Gestorbene - Jahressumme - regionale Tiefe: Kreise und krfr.
Städte",1995 - 2021
12613-91-01-5,Gestorbene - Jahressumme - regionale Tiefe: Gemeinden,2008 - 2021
12613-91-01-5-B,Gestorbene - Jahressumme - regionale Ebenen,2008 - 2021
12613-92-01-4,"Gestorbene nach Nationalität - Jahressumme - regionale
Tiefe: Kreise und krfr. Städte",1995 - 2021
12613-92-01-4-B,"Gestorbene nach Nationalität - Jahressumme - regionale
Ebenen",1995 - 2021
12613-93-01-4,"Gestorbene nach Altersgruppen - Jahressumme - regionale
Tiefe: Kreise und krfr. Städte",1995 - 2021
12613-93-01-4-B,"Gestorbene nach Altersgruppen - Jahressumme - regionale
Ebenen",1995 - 2021
12631-01-01-4,Ehescheidungen - Jahr - regionale Tiefe: Kreise und krfr. Städte (bis 2017),2011 - 2022
12631-01-01-4-B,Ehescheidungen - Jahr - regionale Ebenen (bis 2017),2011 - 2022
12631-01-02-4,"Ehescheidungen - Jahr - regionale Tiefe: Kreise und krfr.
Städte",2011 - 2022
12631-01-02-4-B,Ehescheidungen - Jahr - regionale Ebenen,2011 - 2022
12711-01-03-4,"Zu- und Fortzüge (über Gemeindegrenzen) nach Geschlecht und
Altersgruppen - Jahressumme - regionale Tiefe: Kreise und
krfr. Städte",1995 - 2021
12711-01-03-4-B,"Zu- und Fortzüge (über Gemeindegrenzen) nach Geschlecht und
Altersgruppen - Jahressumme - regionale Ebenen",1995 - 2021
12711-01-03-5,"Zu- und Fortzüge (über Gemeindegrenzen) nach Geschlecht und
Altersgruppen - Jahressumme - (bis 2017)  regionale Tiefe:
Gemeinden",2008 - 2017
12711-01-03-5-B,"Zu- und Fortzüge (über Gemeindegrenzen) nach Geschlecht und
Altersgruppen - Jahressumme - (bis 2017) regionale Ebenen",2008 - 2017
12711-02-02-4,"Zu- und Fortzüge (über Gemeindegrenzen und Grenzen des
Bundesgebiets) nach Geschlecht und Altersgruppen -
Jahressumme - regionale Tiefe: Kreise und krfr. Städte",1995 - 2021
12711-02-02-4-B,"Zu- und Fortzüge (über Gemeindegrenzen und Grenzen des
Bundesgebiets) nach Geschlecht und Altersgruppen -
Jahressumme - regionale Ebenen",1995 - 2021
12711-03-02-4,"Zu- und Fortzüge (über Gemeindegrenzen und Grenzen des
Bundesgebiets) nach Geschlecht und Nationalität -
Jahressumme - regionale Tiefe: Kreise und krfr. Städte",1995 - 2021
12711-03-02-4-B,"Zu- und Fortzüge (über Gemeindegrenzen und Grenzen des
Bundesgebiets) nach Geschlecht und Nationalität -
Jahressumme - regionale Ebenen",1995 - 2021
12711-04-02-4,"Zu- und Fortzüge (über Kreisgrenzen) nach Geschlecht und
Altersgruppen - Jahressumme - regionale Tiefe: Kreise und
krfr. Städte",1995 - 2021
12711-04-02-4-B,"Zu- und Fortzüge (über Kreisgrenzen) nach Geschlecht und
Altersgruppen - Jahressumme - regionale Ebenen",1995 - 2021
12711-05-02-4,"Zu- und Fortzüge (über Kreisgrenzen) nach Geschlecht und
Nationalität - Jahressumme - regionale Tiefe: Kreise und
krfr. Städte",1995 - 2021
12711-05-02-4-B,"Zu- und Fortzüge (über Kreisgrenzen) nach Geschlecht und
Nationalität - Jahressumme - regionale Ebenen",1995 - 2021
12711-91-01-4,"Zu- und Fortzüge (über Gemeindegrenzen) - Jahressumme -
regionale Tiefe: Kreise und krfr. Städte",1995 - 2021
12711-91-01-5,"Zu- und Fortzüge (über Gemeindegrenzen) - Jahressumme -
regionale Tiefe: Gemeinden",2008 - 2021
12711-91-01-5-B,"Zu- und Fortzüge (über Gemeindegrenzen) - Jahressumme -
regionale Tiefe: Gemeinden",2008 - 2021
13111-01-03-4,"Sozialversicherungspflichtig Beschäftigte am Arbeitsort nach
Geschlecht und Nationalität - Stichtag 30.06. - regionale
Tiefe: Kreise und krfr. Städte",30.06.2008 - 30.06.2022
13111-01-03-5,"Sozialversicherungspflichtig Beschäftigte am Arbeitsort nach
Geschlecht und Nationalität - Stichtag 30.06. - regionale
Tiefe: Gemeinden",30.06.2008 - 30.06.2022
13111-01-03-5-B,"Sozialversicherungspflichtig Beschäftigte am Arbeitsort nach
Geschlecht und Nationalität - Stichtag 30.06. - regionale
Ebenen",30.06.2008 - 30.06.2022
13111-02-02-4,"Sozialversicherungspflichtig Beschäftigte am Wohnort nach
Geschlecht und Nationalität - Stichtag 30.06. - regionale
Tiefe: Kreise und krfr. Städte",30.06.2008 - 30.06.2022
13111-02-02-5,"Sozialversicherungspflichtig Beschäftigte am Wohnort nach
Geschlecht und Nationalität - Stichtag 30.06. - regionale
Tiefe: Gemeinden",30.06.2008 - 30.06.2022
13111-02-02-5-B,"Sozialversicherungspflichtig Beschäftigte am Wohnort nach
Geschlecht und Nationalität - Stichtag 30.06. - regionale
Ebenen",30.06.2008 - 30.06.2022
